ticker,name,updated,actual_period,est_period,q_period,q_est_period,per,pbr,eps,bps,roe,op_margin,net_margin,dividend_yield,payout_ratio,debt_ratio,revenue,operating_profit,net_profit,per_est,pbr_est,eps_est,bps_est,roe_est,op_margin_est,net_margin_est,dividend_yield_est,payout_ratio_est,debt_ratio_est,revenue_est,operating_profit_est,net_profit_est,per_q,pbr_q,eps_q,bps_q,roe_q,op_margin_q,net_margin_q,dividend_yield_q,payout_ratio_q,debt_ratio_q,revenue_q,operating_profit_q,net_profit_q,per_q_est,pbr_q_est,eps_q_est,bps_q_est,roe_q_est,op_margin_q_est,net_margin_q_est,dividend_yield_q_est,payout_ratio_q_est,debt_ratio_q_est,revenue_q_est,operating_profit_q_est,net_profit_q_est
225430,케이엠제약,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-3.78,0.53,-142.0,1014.0,-13.04,-18.28,-24.82,,,64.13,160.0,-29.0,-40.0,,,,,,,,,,,,,,-3.78,0.53,-42.0,1014.0,-13.04,-19.82,-27.13,,,64.13,43.0,-9.0,-12.0,,,,,,,,,,,,,
317240,TS트릴리온,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-17.15,1.47,-18.0,206.0,-7.36,0.1,-7.71,,,92.34,260.0,0.0,-20.0,,,,,,,,,,,,,,-17.15,1.47,-4.0,206.0,-7.36,2.06,-7.7,,,92.34,61.0,1.0,-5.0,,,,,,,,,,,,,
110020,전진바이오팜,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-116.58,1.31,-22.0,1922.0,-1.12,-2.5,-1.43,,,6.32,137.0,-3.0,-2.0,,,,,,,,,,,,,,-116.58,1.31,-29.0,1922.0,-1.12,-8.1,-7.52,,,6.32,34.0,-3.0,-3.0,,,,,,,,,,,,,
009770,삼정펄프,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,2.48,0.27,12556.0,114819.0,11.51,-0.97,21.13,3.22,7.96,12.27,1486.0,-14.0,314.0,,,,,,,,,,,,,,2.48,0.27,1371.0,114819.0,11.51,-8.51,10.93,3.22,72.96,12.27,313.0,-27.0,34.0,,,,,,,,,,,,,
012690,모나리자,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,52.02,0.89,41.0,2391.0,1.78,0.26,1.21,2.35,122.08,15.02,1240.0,3.0,15.0,,,,,,,,,,,,,,52.02,0.89,30.0,2391.0,1.78,0.8,3.43,2.35,168.96,15.02,316.0,3.0,11.0,,,,,,,,,,,,,
005430,한국공항,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.08,0.49,12805.0,132482.0,10.46,7.09,6.11,1.54,7.54,30.68,6632.0,470.0,405.0,,,,,,,,,,,,,,5.08,0.49,2542.0,132482.0,10.46,3.66,4.5,1.54,37.99,30.68,1791.0,66.0,80.0,,,,,,,,,,,,,
065710,서호전기,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,12.64,2.81,4026.0,18120.0,24.38,21.71,17.76,11.79,130.77,24.6,1166.0,253.0,207.0,,,,,,,,,,,,,,12.64,2.81,866.0,18120.0,24.38,19.53,21.54,3.93,202.62,24.6,207.0,40.0,45.0,,,,,,,,,,,,,
045340,토탈소프트,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.13,1.66,997.0,4272.0,26.65,34.04,31.03,1.41,10.03,50.4,275.0,94.0,85.0,,,,,,,,,,,,,,7.13,1.66,171.0,4272.0,26.65,7.1,25.49,1.41,58.41,50.4,57.0,4.0,15.0,,,,,,,,,,,,,
003100,선광,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,3.22,0.28,5994.0,68798.0,9.55,21.74,20.73,2.33,7.15,59.22,1904.0,414.0,395.0,,,,,,,,,,,,,,3.22,0.28,1815.0,68798.0,9.55,23.29,24.41,2.33,23.62,59.22,492.0,115.0,120.0,,,,,,,,,,,,,
038620,위즈코프,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.29,0.47,58.0,1271.0,4.89,2.21,4.15,,,18.8,1126.0,25.0,47.0,,,,,,,,,,,,,,10.29,0.47,8.0,1271.0,4.89,1.4,2.0,,,18.8,299.0,4.0,6.0,,,,,,,,,,,,,
121890,에스디시스템,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,18.15,1.93,96.0,901.0,11.22,3.82,4.43,,,68.26,288.0,11.0,13.0,,,,,,,,,,,,,,18.15,1.93,71.0,901.0,11.22,9.05,8.9,,,68.26,106.0,10.0,9.0,,,,,,,,,,,,,
001290,상상인증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-11.71,0.34,-54.0,1839.0,-3.11,-5.0,-3.22,,,537.0,1817.0,-91.0,-59.0,,,,,,,,,,,,,,-11.71,0.34,-15.0,1839.0,-3.11,-4.26,-3.65,,,537.0,453.0,-19.0,-17.0,,,,,,,,,,,,,
000680,LS네트웍스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-8.39,0.3,-405.0,11323.0,-3.52,0.85,-0.73,,,814.38,26152.0,223.0,-191.0,,,,,,,,,,,,,,-8.39,0.3,-442.0,11323.0,-3.52,-2.5,-3.67,,,814.38,10422.0,-261.0,-383.0,,,,,,,,,,,,,
016360,삼성증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.68,0.83,11279.0,90348.0,13.09,9.25,6.77,5.3,35.46,887.64,148739.0,13757.0,10072.0,7.29,1.1,15304.0,101424.0,15.96,12.59,9.45,,,,144245.0,18158.0,13627.0,6.68,0.83,2408.0,90348.0,13.09,7.67,4.99,5.3,166.14,887.64,43110.0,3306.0,2150.0,25.82,,4323.0,,,,,,,,,5128.0,3625.0
030610,교보증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.55,0.5,1254.0,18773.0,6.96,4.23,3.17,5.81,6.28,809.49,45068.0,1904.0,1429.0,,,,,,,,,,,,,,7.55,0.5,53.0,18773.0,6.96,0.92,0.46,5.81,148.67,809.49,13103.0,121.0,60.0,,,,,,,,,,,,,
016610,DB증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.66,0.39,1918.0,27483.0,7.66,6.07,4.97,5.07,27.28,1028.92,19220.0,1167.0,955.0,,,,,,,,,,,,,,5.66,0.39,211.0,27483.0,7.66,2.67,2.13,5.07,248.03,1028.92,5898.0,157.0,125.0,,,,,,,,,,,,,
003460,유화증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.38,0.31,189.0,8871.0,2.68,16.44,39.06,8.07,95.96,50.68,360.0,59.0,141.0,,,,,,,,,,,,,,14.38,0.31,-7.0,8871.0,2.68,-74.03,-9.53,8.07,-2678.88,50.68,53.0,-39.0,-5.0,,,,,,,,,,,,,
138040,메리츠금융지주,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,8.91,1.84,12698.0,61335.0,22.53,14.14,11.57,1.3,10.44,1102.87,203170.0,28727.0,23501.0,7.91,1.61,14475.0,70917.0,22.25,,,,,,,32895.0,25370.0,8.91,1.84,1773.0,61335.0,22.53,-7.31,-6.98,1.3,70.74,1102.87,-46352.0,3389.0,3233.0,29.57,,3872.0,,,,,,,,,8889.0,6541.0
003470,유안타증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,8.2,0.4,450.0,9275.0,5.4,2.87,2.76,5.96,47.94,950.93,34613.0,994.0,956.0,,,,,,,,,,,,,,8.2,0.4,156.0,9275.0,5.4,1.68,2.72,5.96,137.91,950.93,12231.0,205.0,332.0,,,,,,,,,,,,,
003475,유안타증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,8.2,0.4,450.0,9275.0,5.4,2.87,2.76,7.21,47.94,950.93,34613.0,994.0,956.0,,,,,,,,,,,,,,8.2,0.4,156.0,9275.0,5.4,1.68,2.72,7.21,137.91,950.93,12231.0,205.0,332.0,,,,,,,,,,,,,
078020,LS증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.02,0.31,342.0,15643.0,2.62,0.97,1.0,10.42,148.5,1082.25,22953.0,222.0,230.0,,,,,,,,,,,,,,14.02,0.31,-211.0,15643.0,2.62,-2.12,-1.48,10.42,-241.39,1082.25,9565.0,-203.0,-141.0,,,,,,,,,,,,,
001755,한양증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.47,0.43,4268.0,44072.0,10.32,8.29,6.22,8.78,37.38,215.17,9090.0,753.0,566.0,,,,,,,,,,,,,,4.49,0.43,574.0,44072.0,10.29,3.61,2.97,8.78,278.09,215.17,2564.0,93.0,76.0,,,,,,,,,,,,,
071055,한국금융지주우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.93,0.79,32808.0,205667.0,18.66,12.05,10.4,6.97,22.39,1025.35,194661.0,23453.0,20244.0,7.02,1.12,36875.0,231104.0,17.81,13.16,10.44,,,,213680.0,28116.0,22311.0,4.93,0.79,5668.0,205667.0,18.66,10.81,9.93,6.97,219.33,1025.35,35239.0,3811.0,3498.0,23.7,,10926.0,,,,,,,,,8220.0,6445.0
030210,다올투자증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.05,0.36,580.0,9654.0,6.64,1.97,2.56,6.84,41.41,1195.62,17145.0,337.0,439.0,,,,,,,,,,,,,,6.05,0.36,9.0,9654.0,6.64,-0.71,0.47,6.84,2672.58,1195.62,4731.0,-34.0,22.0,,,,,,,,,,,,,
001200,유진투자증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.16,0.28,666.0,12331.0,5.91,4.98,3.81,5.23,25.61,875.66,16941.0,844.0,645.0,,,,,,,,,,,,,,5.16,0.28,70.0,12331.0,5.91,2.04,1.18,5.23,244.94,875.66,5727.0,117.0,67.0,,,,,,,,,,,,,
001500,현대차증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.97,0.3,993.0,26343.0,4.21,3.97,3.17,4.67,39.63,758.88,18205.0,723.0,577.0,,,,,,,,,,,,,,7.97,0.3,89.0,26343.0,4.21,0.89,1.21,4.67,415.67,758.88,4569.0,40.0,55.0,,,,,,,,,,,,,
003465,유화증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.38,0.31,189.0,8871.0,2.68,16.44,39.06,8.38,95.96,50.68,360.0,59.0,141.0,,,,,,,,,,,,,,14.38,0.31,-7.0,8871.0,2.68,-74.03,-9.53,8.38,-2678.88,50.68,53.0,-39.0,-5.0,,,,,,,,,,,,,
003535,한화투자증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.1,0.5,465.0,9484.0,5.41,4.77,3.3,,,739.27,30946.0,1477.0,1020.0,,,,,,,,,,,,,,10.1,0.5,64.0,9484.0,5.41,2.8,1.57,,,739.27,8986.0,252.0,141.0,,,,,,,,,,,,,
001515,SK증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.32,0.19,121.0,3355.0,5.0,0.55,2.04,0.35,-0.53,1034.52,14047.0,78.0,287.0,,,,,,,,,,,,,,5.32,0.19,-24.0,3355.0,5.0,-1.12,-1.12,0.35,-1.42,1034.52,5067.0,-57.0,-57.0,,,,,,,,,,,,,
001510,SK증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.32,0.19,121.0,3355.0,5.0,0.55,2.04,0.22,-0.53,1034.52,14047.0,78.0,287.0,,,,,,,,,,,,,,5.32,0.19,-24.0,3355.0,5.0,-1.12,-1.12,0.22,-1.42,1034.52,5067.0,-57.0,-57.0,,,,,,,,,,,,,
064820,케이프,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.18,1.02,1922.0,9768.0,23.12,8.62,11.08,7.04,36.33,770.15,5798.0,500.0,642.0,,,,,,,,,,,,,,5.18,1.02,1077.0,9768.0,23.12,-3.07,21.07,4.02,37.08,770.15,1533.0,-47.0,323.0,,,,,,,,,,,,,
001275,부국증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.41,0.6,3413.0,93587.0,5.69,5.88,4.73,8.48,47.15,117.45,9655.0,568.0,456.0,,,,,,,,,,,,,,16.41,0.6,-75.0,93587.0,5.69,0.02,-0.33,8.48,-2152.03,117.45,3010.0,0.0,-10.0,,,,,,,,,,,,,
005945,NH투자증권우,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.31,0.84,2888.0,25187.0,11.76,10.37,7.53,6.9,47.29,783.5,136989.0,14206.0,10315.0,9.29,1.27,3779.0,27648.0,14.33,10.12,7.3,,,,191980.0,19431.0,14013.0,7.31,0.84,756.0,25187.0,11.76,8.6,5.83,6.9,172.06,783.5,48641.0,4183.0,2834.0,33.61,,1050.0,,,,,,,,,5323.0,3765.0
190650,코리아에셋투자증권,2026-04-26 17:50,2025.03,2026.03,2025.12,2026.03,4.86,0.39,1210.0,15266.0,8.12,3.82,2.88,9.35,45.44,313.93,2685.0,102.0,77.0,,,,,,,,,,,,,,8.55,0.47,-147.0,15152.0,5.57,-1.53,-1.48,9.35,136.82,1210.0,636.0,-10.0,-9.0,,,,,,,,,,,,,
003540,대신증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,13.21,0.5,2044.0,54154.0,5.06,5.95,3.69,4.44,50.6,864.42,50639.0,3014.0,1867.0,12.75,0.66,3043.0,59000.0,6.73,,,,,,,3720.0,2900.0,13.21,0.5,-66.0,54154.0,5.06,2.97,-0.3,4.44,-1556.19,864.42,17912.0,532.0,-54.0,52.72,,736.0,,,,,,,,,996.0,610.0
003530,한화투자증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.1,0.5,465.0,9484.0,5.41,4.77,3.3,,,739.27,30946.0,1477.0,1020.0,,,,,,,,,,,,,,10.1,0.5,64.0,9484.0,5.41,2.8,1.57,,,739.27,8986.0,252.0,141.0,,,,,,,,,,,,,
001270,부국증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,16.41,0.6,3413.0,93587.0,5.69,5.88,4.73,4.29,47.15,117.45,9655.0,568.0,456.0,,,,,,,,,,,,,,16.41,0.6,-75.0,93587.0,5.69,0.02,-0.33,4.29,-2152.03,117.45,3010.0,0.0,-10.0,,,,,,,,,,,,,
001750,한양증권,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.47,0.43,4268.0,44072.0,10.32,8.29,6.22,8.39,37.38,215.17,9090.0,753.0,566.0,,,,,,,,,,,,,,4.49,0.43,574.0,44072.0,10.29,3.61,2.97,8.39,278.09,215.17,2564.0,93.0,76.0,,,,,,,,,,,,,
023590,다우기술,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,3.45,0.49,11260.0,79869.0,15.95,8.91,6.61,4.63,15.37,1006.86,174950.0,15593.0,11560.0,,,,,,,,,,,,,,3.45,0.49,2635.0,79869.0,15.95,6.3,4.59,4.63,65.7,1006.86,56866.0,3585.0,2609.0,,,,,,,,,,,,,
100220,비상교육,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,2.99,0.3,1638.0,16305.0,11.28,8.04,7.92,4.49,12.66,99.96,2688.0,216.0,213.0,,,,,,,,,,,,,,2.99,0.3,1682.0,16305.0,11.28,27.96,23.16,4.49,12.33,99.96,944.0,264.0,219.0,,,,,,,,,,,,,
339950,아이비김영,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.22,1.14,461.0,1702.0,32.19,15.96,16.84,15.42,62.79,70.37,1195.0,191.0,201.0,5.88,1.5,485.0,1905.0,27.87,17.1,15.96,,,,1316.0,225.0,210.0,4.22,1.14,122.0,1702.0,32.19,17.99,15.97,15.42,236.3,70.37,332.0,60.0,53.0,,,,,,1.58,,,,,253.0,4.0,
215200,메가스터디교육,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,5.33,0.88,7903.0,48011.0,18.03,13.68,10.5,7.12,36.43,72.16,8849.0,1210.0,929.0,5.03,0.83,9011.0,54592.0,17.59,14.26,11.14,,,,9042.0,1290.0,1008.0,5.33,0.88,233.0,48011.0,18.03,4.57,2.17,7.12,1273.58,72.16,1966.0,90.0,43.0,22.68,,1997.0,,,11.5,,,,,2410.0,277.0,
133750,메가엠디,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,15.23,0.6,119.0,3007.0,4.22,5.24,8.06,3.31,47.48,25.4,346.0,18.0,28.0,,,,,,,,,,,,,,13.51,0.6,-26.0,3007.0,4.76,-7.99,-8.54,3.31,-217.59,25.4,71.0,-6.0,-6.0,,,,,,,,,,,,,
095720,웅진씽크빅,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-6.49,0.55,-197.0,2325.0,-8.34,-1.31,-2.84,6.65,-40.4,182.64,7974.0,-105.0,-227.0,,,,,,,,,,,,,,-6.49,0.55,-77.0,2325.0,-8.34,-1.22,-4.55,6.65,-103.63,182.64,1949.0,-24.0,-89.0,,,,,,,,,,,,,
134060,이퓨쳐,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,15.76,0.66,258.0,6177.0,5.3,7.92,11.05,6.14,76.75,19.83,111.0,9.0,12.0,,,,,,,,,,,,,,15.76,0.66,147.0,6177.0,5.3,19.36,20.3,6.14,135.25,19.83,34.0,7.0,7.0,,,,,,,,,,,,,
457600,벡트,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-7.47,1.9,-335.0,1316.0,-22.56,-7.7,-11.72,,,116.34,445.0,-34.0,-52.0,,,,,,,,,,,,,,-7.47,1.9,-145.0,1316.0,-22.56,-11.53,-24.98,,,116.34,86.0,-10.0,-22.0,,,,,,,,,,,,,
067280,멀티캠퍼스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.02,0.8,4417.0,38888.0,11.72,9.64,7.98,4.35,30.56,36.84,3308.0,319.0,264.0,,,,,,,,,,,,,,7.02,0.8,1381.0,38888.0,11.72,12.22,9.45,4.35,97.73,36.84,852.0,104.0,81.0,,,,,,,,,,,,,
084440,유비온,2026-04-26 17:50,2025.09,2026.09,2025.12,2026.03,15.29,2.7,68.0,385.0,19.36,4.18,3.9,,,194.56,337.0,14.0,13.0,,,,,,,,,,,,,,-1471.64,2.56,2.0,388.0,-0.17,-1.51,0.49,,,194.88,81.0,-1.0,0.0,,,,,,,,,,,,,
289010,아이스크림에듀,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-23.22,0.59,-78.0,3052.0,-2.6,1.53,-1.16,,,57.33,916.0,14.0,-11.0,,,,,,,,,,,,,,-23.22,0.59,112.0,3052.0,-2.6,13.91,6.7,,,57.33,233.0,32.0,16.0,,,,,,,,,,,,,
040420,정상제이엘에스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.14,1.07,423.0,5585.0,7.92,9.48,6.44,8.85,108.38,23.71,1031.0,98.0,66.0,11.53,1.07,523.0,5650.0,9.77,10.76,7.81,,,,1050.0,113.0,82.0,14.14,1.07,6.0,5585.0,7.92,7.54,0.36,8.85,7989.87,23.71,250.0,19.0,1.0,,,,,,12.18,,,,,271.0,33.0,
068930,디지털대성,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,10.41,1.47,756.0,5341.0,15.41,12.43,10.1,6.61,63.79,102.9,2538.0,316.0,256.0,8.29,1.36,992.0,6051.0,18.75,15.31,11.5,,,,2730.0,418.0,314.0,10.41,1.47,-123.0,5341.0,15.41,-9.13,-6.32,6.61,-391.0,102.9,539.0,-49.0,-34.0,48.46,,170.0,,,10.15,,,,,650.0,66.0,
096240,크레버스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,21.0,2.24,593.0,5570.0,15.15,1.02,1.96,6.42,102.11,296.94,2209.0,22.0,43.0,,,,,,,,,,,,,,24.16,2.24,-432.0,5570.0,13.17,-4.66,-11.43,2.41,-52.65,296.94,500.0,-23.0,-57.0,,,,,,,,,,,,,
019685,대교우B,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-5.42,0.56,-350.0,3375.0,-12.33,-0.52,-5.72,4.86,95.87,108.21,6500.0,-34.0,-372.0,,,,,,,,,,,,,,-5.42,0.56,-321.0,3375.0,-12.33,-2.69,-21.09,4.86,-6.86,108.21,1612.0,-43.0,-340.0,,,,,,,,,,,,,
215100,로보로보,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-115.73,5.27,-67.0,1469.0,-4.48,-14.66,-10.12,0.3,20.41,7.06,134.0,-20.0,-14.0,,,,,,,,,,,,,,-115.73,5.27,-33.0,1469.0,-4.48,-20.98,-18.2,,,7.06,37.0,-8.0,-7.0,,,,,,,,,,,,,
072870,메가스터디,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.79,0.37,2290.0,29432.0,8.36,16.14,23.16,12.03,55.15,46.63,1273.0,205.0,295.0,,,,,,,,,,,,,,4.79,0.37,456.0,29432.0,8.36,10.9,18.57,12.03,276.86,46.63,283.0,31.0,52.0,,,,,,,,,,,,,
461300,아이스크림미디어,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.67,1.08,3723.0,16098.0,25.36,31.53,25.1,8.93,39.92,30.51,1959.0,618.0,492.0,,,,,,,,,,,,,,4.67,1.08,3132.0,16098.0,25.36,54.21,40.81,5.72,-370.08,30.51,1020.0,553.0,416.0,,,,,,,,,,,,,
019680,대교,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-5.42,0.56,-350.0,3375.0,-12.33,-0.52,-5.72,3.16,-13.7,108.21,6500.0,-34.0,-372.0,,,,,,,,,,,,,,-5.42,0.56,-321.0,3375.0,-12.33,-2.69,-21.09,3.16,-14.91,108.21,1612.0,-43.0,-340.0,,,,,,,,,,,,,
373160,데이원컴퍼니,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,14.76,1.56,347.0,3285.0,13.73,3.69,3.83,,,80.31,1239.0,46.0,47.0,,,,,,,,,,,,,,14.76,1.56,153.0,3285.0,13.73,5.97,6.21,,,80.31,339.0,20.0,21.0,,,,,,,,,,,,,
057030,YBM넷,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,31.12,0.94,98.0,3239.0,3.05,1.83,3.09,3.27,101.05,52.84,518.0,10.0,16.0,,,,,,,,,,,,,,31.12,0.94,4.0,3239.0,3.05,-0.56,0.57,3.27,2236.53,52.84,126.0,-1.0,1.0,,,,,,,,,,,,,
053290,NE능률,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-76.88,0.37,-23.0,4846.0,-0.48,1.7,-0.62,,,24.39,627.0,11.0,-4.0,,,,,,,,,,,,,,-76.88,0.37,193.0,4846.0,-0.48,18.2,13.24,,,24.39,241.0,44.0,32.0,,,,,,,,,,,,,
475580,에이럭스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-16.16,3.28,-690.0,3399.0,-18.34,-16.62,-14.95,,,105.16,630.0,-105.0,-94.0,,,,,,,,,,,,,,-16.16,3.28,-351.0,3399.0,-18.34,-20.89,-23.55,,,105.16,204.0,-43.0,-48.0,,,,,,,,,,,,,
035290,골드앤에스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-10.28,1.32,-62.0,483.0,-12.05,-20.82,-16.35,,,43.82,90.0,-19.0,-15.0,,,,,,,,,,,,,,-10.28,1.32,-18.0,483.0,-12.05,-24.8,-19.74,,,43.82,22.0,-6.0,-4.0,,,,,,,,,,,,,
383800,LX홀딩스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.6,0.31,1744.0,25746.0,7.01,70.08,71.23,3.62,16.63,17.89,1904.0,1334.0,1356.0,,,,,,,,,,,,,,4.6,0.31,-207.0,25746.0,7.01,-406.9,-368.19,3.62,-140.4,17.89,44.0,-177.0,-161.0,,,,,,,,,,,,,
011810,STX,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-0.66,-0.96,-5357.0,-3692.0,549.24,-9.66,-25.95,,,-1032.6,6413.0,-619.0,-1664.0,,,,,,,,,,,,,,-0.66,-0.96,-4061.0,-3692.0,549.24,-35.82,-102.72,,,-1032.6,1224.0,-439.0,-1258.0,,,,,,,,,,,,,
011760,현대코퍼레이션,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,3.28,0.37,6561.0,57671.0,12.91,1.85,1.15,3.25,9.69,234.59,75543.0,1401.0,868.0,3.84,0.47,8262.0,67705.0,14.52,1.95,1.36,,,,80952.0,1581.0,1098.0,3.28,0.37,2020.0,57671.0,12.91,1.76,1.39,3.25,31.47,234.59,18890.0,332.0,263.0,14.85,,2134.0,,,1.99,1.42,,,,19725.0,392.0,280.0
376180,피코그램,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-39.04,1.07,-59.0,2162.0,-2.64,-2.28,-3.55,4.33,-168.41,49.54,309.0,-7.0,-11.0,,,,,,,,,,,,,,-39.04,1.07,46.0,2162.0,-2.64,-17.0,13.89,4.33,215.0,49.54,62.0,-11.0,9.0,,,,,,,,,,,,,
342870,오아,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,-12.55,0.9,-606.0,8487.0,-9.73,7.91,-3.22,,,81.92,1033.0,82.0,-33.0,3.91,0.75,1789.0,9376.0,21.27,10.75,8.02,,,,1247.0,134.0,100.0,-12.55,0.9,-452.0,8487.0,-9.73,4.7,-9.62,,,81.92,266.0,12.0,-26.0,,,,,,,,,,,,,
009450,경동나비엔,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,9.01,1.04,6157.0,53311.0,12.24,9.54,5.97,1.35,12.08,97.56,15022.0,1434.0,897.0,7.59,1.15,9411.0,62001.0,16.45,11.14,8.17,,,,16783.0,1870.0,1371.0,9.01,1.04,1283.0,53311.0,12.24,10.2,4.26,1.35,57.97,97.56,4388.0,447.0,187.0,33.99,,2100.0,,,10.07,7.63,,,,4013.0,404.0,306.0
192400,쿠쿠홀딩스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,7.08,0.68,4094.0,42526.0,11.56,12.38,15.77,5.34,33.09,20.53,9209.0,1140.0,1452.0,,,,,,,,,,,,,,7.08,0.68,1523.0,42526.0,11.56,14.47,21.88,5.34,88.93,20.53,2471.0,358.0,541.0,28.75,,1012.0,,,11.88,,,,,2440.0,290.0,
002700,신일전자,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,22.09,1.07,59.0,1221.0,5.14,2.7,2.17,1.53,32.38,66.91,1940.0,52.0,42.0,,,,,,,,,,,,,,22.09,1.07,5.0,1221.0,5.14,1.16,0.73,1.53,390.62,66.91,476.0,6.0,3.0,,,,,,,,,,,,,
284740,쿠쿠홈시스,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,4.52,0.5,5327.0,48373.0,11.7,15.1,11.98,4.99,22.51,24.78,11213.0,1694.0,1343.0,,,,,,,,,,,,,,4.52,0.5,1689.0,48373.0,11.7,16.75,16.65,4.99,70.98,24.78,2646.0,443.0,441.0,,,,,,,,,,,,,
256150,한독크린텍,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,17.01,0.74,325.0,7500.0,4.76,4.06,3.93,4.52,70.68,11.35,694.0,28.0,27.0,,,,,,,,,,,,,,17.01,0.74,34.0,7500.0,4.76,0.42,1.73,4.52,669.11,11.35,167.0,1.0,3.0,,,,,,,,,,,,,
066130,하츠,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,6.34,0.46,708.0,9710.0,8.0,5.85,5.12,3.12,18.57,36.37,1769.0,104.0,91.0,,,,,,,,,,,,,,6.34,0.46,169.0,9710.0,8.0,6.06,4.53,3.12,77.95,36.37,477.0,29.0,22.0,,,,,,,,,,,,,
352090,스톰테크,2026-04-26 17:50,2025.12,2026.12,2025.12,2026.03,9.58,1.04,380.0,3491.0,11.13,17.14,14.65,12.36,117.88,41.66,697.0,119.0,102.0,,,,,,,,,,,,,,9.58,1.04,88.0,3491.0,11.13,14.22,15.25,9.62,390.92,41.66,154.0,22.0,24.0,,,,,,,,,,,,,
