ticker,name,sector,updated,actual_period,est_period,q_period,q_est_period,per,pbr,eps,bps,roe,op_margin,net_margin,dividend_yield,payout_ratio,debt_ratio,revenue,operating_profit,net_profit,per_est,pbr_est,eps_est,bps_est,roe_est,op_margin_est,net_margin_est,dividend_yield_est,payout_ratio_est,debt_ratio_est,revenue_est,operating_profit_est,net_profit_est,per_q,pbr_q,eps_q,bps_q,roe_q,op_margin_q,net_margin_q,dividend_yield_q,payout_ratio_q,debt_ratio_q,revenue_q,operating_profit_q,net_profit_q,per_q_est,pbr_q_est,eps_q_est,bps_q_est,roe_q_est,op_margin_q_est,net_margin_q_est,dividend_yield_q_est,payout_ratio_q_est,debt_ratio_q_est,revenue_q_est,operating_profit_q_est,net_profit_q_est
100130,동국S&C,풍력,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-69.77,0.61,-29.0,3331.0,-0.9,5.8,-1.4,,,38.08,1197.0,69.0,-17.0,,,,,,,,,,,,,,-13.27,0.7,-73.0,3259.0,-5.26,-6.29,-26.3,,,37.9,158.0,-10.0,-42.0,,,,,,,,,,,,,
018000,유니슨,풍력,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-11.21,2.78,-107.0,431.0,-24.28,-23.67,-51.85,,,141.94,403.0,-95.0,-209.0,,,,,,,,,,,,,,-11.21,2.78,-21.0,431.0,-24.28,-71.85,-102.05,,,141.94,46.0,-33.0,-46.0,,,,,,,,,,,,,
336260,두산퓨얼셀,수소_연료전지,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-17.78,6.42,-1623.0,4491.0,-30.66,-23.23,-29.2,,,226.12,4548.0,-1057.0,-1328.0,-138.37,19.67,-559.0,3935.0,-13.28,-5.7,-8.1,,,,5644.0,-322.0,-457.0,-20.12,7.68,-161.0,4347.0,-32.18,-0.89,-9.1,,,270.41,1448.0,-13.0,-132.0,-357.22,,-217.0,,,-12.54,-12.96,,,,1363.0,-171.0,-177.0
298050,효성첨단소재,수소_연료전지,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-37.6,1.0,-4830.0,180761.0,-2.34,4.79,0.48,1.38,-51.62,372.28,32830.0,1574.0,157.0,15.48,1.06,13630.0,198788.0,7.19,5.76,2.46,,,,34323.0,1976.0,844.0,-37.6,1.0,-203.0,180761.0,-2.34,3.85,0.97,1.38,-1229.18,372.28,7855.0,303.0,76.0,174.79,,1362.0,,,4.01,1.05,,,,7988.0,320.0,84.0
089980,상아프론테크,수소_연료전지,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,36.73,1.19,422.0,13041.0,3.34,3.43,3.45,1.29,46.16,86.93,1960.0,67.0,68.0,45.02,1.65,475.0,12963.0,3.75,4.77,3.3,,,,2306.0,110.0,76.0,36.73,1.19,192.0,13041.0,3.34,3.19,5.07,1.29,101.57,86.93,606.0,19.0,31.0,,,,,,,,,,,,,
003490,대한항공,항공사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,10.68,0.76,2111.0,29659.0,7.28,4.42,2.57,3.33,35.53,339.88,252255.0,11136.0,6473.0,48.25,0.89,514.0,27862.0,1.75,2.72,0.63,,,,272045.0,7398.0,1701.0,10.68,0.76,350.0,29659.0,7.28,2.38,0.28,3.33,214.08,339.88,64961.0,1549.0,183.0,79.3,,341.0,,,6.42,,,,,64244.0,4126.0,
089590,제주항공,항공사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-3.75,1.58,-1443.0,3415.0,-38.85,-7.07,-7.37,,,754.43,15799.0,-1117.0,-1164.0,-8.11,1.76,-585.0,2703.0,-19.15,-0.57,-2.43,,,,19444.0,-110.0,-472.0,-3.75,1.58,-168.0,3415.0,-38.85,3.75,-2.86,,,754.43,4746.0,178.0,-136.0,22.65,,239.0,,,9.63,,,,,5160.0,497.0,
272450,진에어,항공사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-37.08,1.59,-187.0,4355.0,-4.28,-1.39,-0.71,,,423.17,13811.0,-192.0,-98.0,-7.29,1.62,-792.0,3569.0,-20.24,-2.4,-2.69,,,,15362.0,-368.0,-413.0,-37.08,1.59,-234.0,4355.0,-4.28,-3.58,-3.46,,,423.17,3528.0,-126.0,-122.0,,,,,,10.26,,,,,4240.0,435.0,
011200,HMM,해운,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,10.49,0.73,1955.0,28168.0,6.9,13.42,17.25,3.41,35.15,26.31,108914.0,14612.0,18787.0,14.22,0.66,1384.0,29871.0,4.77,8.89,11.54,,,,113080.0,10050.0,13051.0,12.8,0.66,375.0,29450.0,5.36,9.9,13.01,3.41,181.39,29.91,27187.0,2691.0,3536.0,53.32,,369.0,,,8.97,12.16,,,,29758.0,2670.0,3620.0
028670,팬오션,해운,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,6.83,0.36,564.0,10707.0,5.3,9.05,5.55,3.9,26.6,89.63,54329.0,4919.0,3014.0,8.19,0.51,705.0,11323.0,6.4,9.5,6.35,,,,59409.0,5646.0,3771.0,8.08,0.43,177.0,11335.0,5.54,9.34,6.26,3.9,164.76,92.6,15089.0,1409.0,945.0,32.69,,177.0,,,9.67,7.85,,,,14594.0,1412.0,1145.0
005880,대한해운,해운,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,3.14,0.26,559.0,6684.0,8.63,16.22,13.57,,,70.18,12770.0,2072.0,1733.0,4.94,0.34,495.0,7213.0,7.12,19.65,12.71,,,,12528.0,2462.0,1592.0,3.14,0.26,59.0,6684.0,8.63,17.19,6.31,,,70.18,2962.0,509.0,187.0,17.86,,143.0,,,15.85,,,,,3453.0,548.0,
008770,호텔신라,여행_호텔,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-10.32,1.53,-4321.0,29223.0,-14.46,0.33,-4.25,0.31,8.85,220.14,40683.0,135.0,-1728.0,24.45,1.75,2307.0,32159.0,7.94,4.15,2.66,,,,40822.0,1692.0,1085.0,-10.32,1.53,-416.0,29223.0,-14.46,-0.39,-1.59,,,220.14,10454.0,-41.0,-166.0,-798.49,,-66.0,,,0.19,-0.37,,,,10381.0,19.0,-38.0
039130,하나투어,여행_호텔,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,23.95,4.96,2036.0,9827.0,19.79,9.82,8.19,2.46,56.48,293.44,5869.0,576.0,481.0,10.42,2.98,3581.0,12503.0,33.52,10.0,11.43,,,,6416.0,642.0,733.0,23.95,4.96,261.0,9827.0,19.79,15.65,7.66,2.46,445.96,293.44,1752.0,274.0,134.0,41.42,,1020.0,,,9.32,10.24,,,,1849.0,172.0,189.0
080160,모두투어,여행_호텔,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.29,2.01,767.0,5081.0,17.71,3.54,6.88,2.58,39.86,150.28,2104.0,74.0,145.0,12.95,1.72,757.0,5683.0,14.3,5.14,5.14,,,,2140.0,110.0,110.0,13.29,2.01,131.0,5081.0,17.71,0.36,3.62,2.58,79.71,150.28,678.0,2.0,25.0,,,,,,6.15,6.15,,,,650.0,40.0,40.0
267270,HD건설기계,기계_건설장비,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,17.53,0.95,5613.0,104016.0,5.74,4.52,2.31,0.56,26.5,86.64,37765.0,1709.0,870.0,14.28,1.72,10757.0,89249.0,16.98,7.53,5.6,,,,90626.0,6821.0,5076.0,17.53,0.95,1284.0,104016.0,5.74,3.52,1.95,0.56,118.14,86.64,9473.0,334.0,185.0,96.61,,2015.0,,,6.53,4.48,,,,21946.0,1432.0,983.0
241560,두산밥캣,기계_건설장비,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.85,0.77,4168.0,75131.0,5.71,7.8,4.58,2.95,40.45,70.77,87919.0,6861.0,4023.0,11.61,0.8,5521.0,80333.0,7.11,8.22,5.67,,,,93286.0,7673.0,5292.0,13.69,0.77,890.0,75131.0,5.78,6.24,3.59,0.87,56.09,70.77,23772.0,1483.0,854.0,65.79,,1155.0,,,7.04,4.84,,,,22339.0,1572.0,1082.0
017550,수산중공업,기계_건설장비,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.48,0.51,254.0,3199.0,8.21,8.27,6.91,0.61,3.94,34.29,2294.0,190.0,158.0,,,,,,,,,,,,,,6.48,0.51,102.0,3199.0,8.21,8.58,8.87,0.61,9.78,34.29,719.0,62.0,64.0,,,,,,,,,,,,,
011070,LG이노텍,전자부품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,18.79,1.11,14419.0,243532.0,6.14,3.04,1.56,0.69,13.04,107.02,218966.0,6650.0,3413.0,23.6,2.76,32205.0,274932.0,12.43,4.5,3.15,,,,242285.0,10900.0,7628.0,14.33,1.14,9682.0,256962.0,8.46,5.34,4.14,0.69,32.73,94.41,55348.0,2953.0,2291.0,193.54,,3927.0,,,2.93,1.99,,,,48242.0,1411.0,962.0
009150,삼성전기,전자부품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,28.02,2.02,9099.0,126302.0,7.7,8.07,6.46,0.92,25.16,48.98,113145.0,9133.0,7310.0,65.03,7.53,16315.0,140947.0,12.54,11.76,9.76,,,,133559.0,15711.0,13031.0,28.02,2.02,2871.0,126302.0,7.7,8.25,7.83,0.92,79.74,48.98,29021.0,2395.0,2273.0,280.75,,2807.0,,,8.86,7.55,,,,30873.0,2734.0,2331.0
353200,대덕전자,전자부품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,50.97,2.7,924.0,17419.0,5.37,4.61,4.47,1.06,54.13,31.28,10653.0,491.0,476.0,35.33,6.42,3764.0,20706.0,19.75,15.45,12.84,,,,15106.0,2334.0,1939.0,39.99,4.3,883.0,17834.0,11.18,14.81,13.14,1.06,100.58,30.1,3463.0,513.0,455.0,151.99,,875.0,,,15.64,12.26,,,,3687.0,577.0,452.0
034220,LG디스플레이,디스플레이,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,26.09,0.89,453.0,13208.0,3.44,2.0,1.18,,,243.36,258101.0,5170.0,3038.0,12.61,0.85,996.0,14713.0,7.13,4.91,2.21,,,,250556.0,12298.0,5541.0,26.09,0.89,-712.0,13208.0,3.44,2.34,-4.88,,,243.36,72008.0,1685.0,-3512.0,153.3,,94.0,,,2.57,0.09,,,,58254.0,1495.0,50.0
213420,덕산네오룩스,디스플레이,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,17.04,1.98,2142.0,18395.0,12.5,17.64,15.67,,,51.8,3443.0,607.0,540.0,13.79,1.96,3057.0,21468.0,15.5,20.24,18.48,,,,4343.0,879.0,802.0,17.04,1.98,898.0,18395.0,12.5,18.14,17.86,,,51.8,1271.0,231.0,227.0,110.46,,467.0,,,19.45,17.97,,,,787.0,153.0,142.0
272290,이녹스첨단소재,디스플레이,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.92,1.09,2871.0,20895.0,13.55,18.63,12.73,1.54,11.6,108.29,4396.0,819.0,559.0,10.17,1.26,2960.0,23870.0,14.0,15.38,11.13,,,,5013.0,771.0,558.0,7.92,1.09,368.0,20895.0,13.55,12.38,5.43,1.54,90.6,108.29,1024.0,127.0,56.0,,,,,,18.48,8.76,,,,1039.0,192.0,91.0
028260,삼성물산,지주사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,16.91,0.79,14165.0,305019.0,6.02,8.08,9.59,1.17,18.79,50.5,407422.0,32927.0,39067.0,22.93,1.13,16155.0,328278.0,5.15,8.29,8.46,,,,440933.0,36553.0,37286.0,16.91,0.79,4592.0,305019.0,6.02,7.59,14.38,1.17,58.21,50.5,108324.0,8223.0,15583.0,71.04,,4385.0,,,8.56,10.38,,,,104506.0,8945.0,10850.0
034730,SK,지주사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,11.73,0.56,21863.0,457231.0,6.35,1.48,2.9,3.12,27.59,149.17,1227033.0,18185.0,35552.0,5.46,0.91,96422.0,578668.0,24.69,6.04,13.77,,,,1375821.0,83031.0,189401.0,11.73,0.56,-30793.0,457231.0,6.35,1.29,-12.19,2.53,-15.91,149.17,302901.0,3917.0,-36923.0,44.3,,12415.0,,,4.05,8.47,,,,311300.0,12598.0,26365.0
003550,LG,지주사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,17.44,0.43,4628.0,186173.0,2.64,12.58,13.79,3.84,64.86,12.03,72525.0,9122.0,10001.0,13.79,0.53,7475.0,192762.0,4.02,20.1,17.2,,,,82443.0,16570.0,14181.0,17.44,0.43,-2308.0,186173.0,2.64,-27.7,-14.84,2.6,-89.28,12.03,15225.0,-4217.0,-2259.0,31.4,,3156.0,,,33.36,34.49,,,,19181.0,6398.0,6615.0
018260,삼성에스디에스,IT서비스,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,17.47,1.34,9816.0,128198.0,7.89,6.87,5.62,1.86,32.49,31.09,139299.0,9571.0,7827.0,17.99,1.22,9161.0,134831.0,6.97,5.84,5.06,,,,142142.0,8297.0,7189.0,17.47,1.34,2356.0,128198.0,7.89,6.39,5.31,1.86,135.36,31.09,35368.0,2261.0,1879.0,78.32,,2330.0,,,5.81,5.64,,,,34781.0,2019.0,1963.0
307950,현대오토에버,IT서비스,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,49.89,4.93,6654.0,67357.0,10.27,6.0,4.39,0.57,28.55,92.31,42521.0,2553.0,1868.0,72.59,7.63,7687.0,73112.0,10.95,5.88,4.52,,,,47670.0,2805.0,2156.0,49.89,4.93,1931.0,67357.0,10.27,5.78,4.11,0.57,98.38,92.31,13227.0,765.0,544.0,418.67,,1026.0,,,4.32,3.96,,,,9382.0,406.0,372.0
064400,LG씨엔에스,IT서비스,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.5,2.03,4548.0,30270.0,17.35,9.0,7.17,3.01,40.93,79.68,61295.0,5518.0,4392.0,14.09,2.12,5053.0,33532.0,15.84,9.33,7.43,,,,66095.0,6169.0,4908.0,13.5,2.03,1832.0,30270.0,17.35,10.95,9.18,1.79,60.03,79.68,19357.0,2120.0,1776.0,93.97,,710.0,,,7.19,6.2,,,,13068.0,940.0,810.0
086280,현대글로비스,물류,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.81,1.31,23117.0,138016.0,18.13,7.01,5.87,3.21,25.09,78.92,295664.0,20730.0,17347.0,9.12,1.35,23073.0,155481.0,15.72,6.85,5.41,,,,320400.0,21936.0,17325.0,7.81,1.31,5876.0,138016.0,18.13,6.8,5.89,3.21,98.71,78.92,74720.0,5083.0,4404.0,40.85,,5569.0,,,6.83,5.61,,,,77577.0,5300.0,4350.0
000120,CJ대한통운,물류,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.91,0.46,10612.0,207860.0,5.98,4.14,2.11,0.85,6.59,132.88,122847.0,5081.0,2587.0,7.48,0.39,11461.0,219284.0,6.14,4.04,2.15,,,,129392.0,5226.0,2785.0,8.91,0.46,3622.0,207860.0,5.98,5.02,2.71,0.85,19.31,132.88,31771.0,1596.0,862.0,46.69,,2155.0,,,3.35,1.7,,,,31359.0,1049.0,532.0
002320,한진,물류,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-191.22,0.21,-103.0,94858.0,-0.11,3.66,0.03,3.04,-569.77,183.4,30649.0,1122.0,10.0,9.73,,1808.0,,,4.3,,,,,31660.0,1360.0,,-191.22,0.21,-511.0,94858.0,-0.11,2.14,-1.07,3.04,-113.75,183.4,7957.0,171.0,-85.0,,,,,,,,,,,,320.0,
047050,포스코인터내셔널,무역상사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,14.21,1.26,3491.0,39358.0,9.27,3.6,1.97,3.73,51.35,140.03,323736.0,11653.0,6368.0,13.81,1.61,4937.0,42297.0,12.48,4.12,2.68,,,,336126.0,13841.0,9016.0,14.21,1.26,686.0,39358.0,9.27,3.39,1.7,2.02,141.23,140.03,78275.0,2656.0,1328.0,74.82,,1087.0,,,3.79,2.08,,,,82738.0,3139.0,1724.0
001120,LX인터내셔널,무역상사,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.88,0.42,3659.0,77069.0,5.22,1.75,0.95,6.15,50.73,163.83,167063.0,2922.0,1583.0,5.71,0.53,7626.0,82044.0,10.33,2.54,1.88,,,,178472.0,4525.0,3361.0,8.88,0.42,-1378.0,77069.0,5.22,1.28,-1.29,6.15,-134.63,163.83,43201.0,555.0,-556.0,30.87,,1736.0,,,2.31,1.61,,,,41277.0,954.0,665.0
001250,GS글로벌,무역상사,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,9.6,0.35,241.0,6576.0,3.71,1.27,0.34,1.08,10.36,154.58,41093.0,523.0,139.0,,,,,,,,,,,,,,11.88,0.37,64.0,6715.0,3.2,1.17,0.34,1.08,-228.58,165.64,10991.0,129.0,37.0,,,,,,,,,,,,,
035250,강원랜드,카지노_레저,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,12.74,0.96,1487.0,19841.0,8.11,15.93,21.55,5.01,59.17,22.21,14767.0,2353.0,3182.0,12.1,0.75,1271.0,20397.0,6.79,14.69,17.7,,,,14842.0,2181.0,2626.0,12.76,0.89,185.0,19079.0,7.55,18.19,10.47,5.01,278.15,23.43,3789.0,689.0,397.0,54.42,,283.0,,,12.54,19.64,,,,3520.0,441.0,691.0
034230,파라다이스,카지노_레저,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,16.13,0.84,1026.0,19694.0,5.62,13.55,12.59,0.91,13.92,84.41,11499.0,1558.0,1448.0,13.61,0.69,1040.0,20556.0,5.46,15.05,10.78,,,,12754.0,1920.0,1375.0,16.13,0.84,209.0,19694.0,5.62,5.5,12.21,0.91,68.0,84.41,2939.0,162.0,359.0,64.64,,245.0,,,14.91,10.77,,,,3003.0,448.0,323.0
114090,GKL,카지노_레저,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,19.67,2.1,761.0,7137.0,11.01,12.45,11.13,2.77,54.4,47.53,4229.0,526.0,471.0,12.74,1.5,903.0,7644.0,12.22,14.1,12.46,,,,4589.0,647.0,572.0,19.67,2.1,-11.0,7137.0,11.01,-0.78,-0.64,2.36,-3318.13,47.53,1028.0,-8.0,-7.0,55.52,,207.0,,,13.99,12.26,,,,1071.0,150.0,131.0
