ticker,name,sector,updated,actual_period,est_period,q_period,q_est_period,per,pbr,eps,bps,roe,op_margin,net_margin,dividend_yield,payout_ratio,debt_ratio,revenue,operating_profit,net_profit,per_est,pbr_est,eps_est,bps_est,roe_est,op_margin_est,net_margin_est,dividend_yield_est,payout_ratio_est,debt_ratio_est,revenue_est,operating_profit_est,net_profit_est,per_q,pbr_q,eps_q,bps_q,roe_q,op_margin_q,net_margin_q,dividend_yield_q,payout_ratio_q,debt_ratio_q,revenue_q,operating_profit_q,net_profit_q,per_q_est,pbr_q_est,eps_q_est,bps_q_est,roe_q_est,op_margin_q_est,net_margin_q_est,dividend_yield_q_est,payout_ratio_q_est,debt_ratio_q_est,revenue_q_est,operating_profit_q_est,net_profit_q_est
328130,루닛,의료AI,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-25.33,8.77,-760.0,2196.0,-31.57,-99.97,-57.01,,,169.16,831.0,-831.0,-474.0,-28.05,4.12,-604.0,4117.0,-19.07,-20.09,-36.47,,,,1160.0,-233.0,-423.0,-15.22,8.21,-284.0,1992.0,-45.3,-56.75,-74.35,,,212.37,240.0,-136.0,-178.0,,,,,,-24.71,-43.35,,,,263.0,-65.0,-114.0
338220,뷰노,의료AI,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-54.14,8.67,-413.0,2579.0,-17.3,-14.16,-16.59,,,39.53,348.0,-49.0,-58.0,,,,,,,,,,,,,,-54.14,8.67,-194.0,2579.0,-17.3,-32.53,-37.47,,,39.53,72.0,-24.0,-27.0,,,,,,,,,,,,,
322510,제이엘케이,의료AI,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-10.43,3.41,-533.0,1631.0,-30.01,-395.33,-407.44,,,79.95,33.0,-132.0,-136.0,,,,,,,,,,,92.0,,,-10.43,3.41,-212.0,1631.0,-30.01,-478.7,-602.58,,,79.95,9.0,-43.0,-54.0,,,,,,,,,,,7.0,,
005380,현대차,자동차_완성차,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.39,0.67,35331.0,439541.0,8.41,6.16,5.56,3.37,27.72,188.95,1862545.0,114679.0,103648.0,14.96,1.26,39577.0,470216.0,8.8,6.23,5.86,,,,1944080.0,121075.0,113950.0,8.39,0.67,3877.0,439541.0,8.41,3.62,2.53,0.84,64.15,188.95,468386.0,16954.0,11840.0,57.92,,9288.0,,,5.82,5.34,,,,457741.0,26654.0,24455.0
000270,기아,자동차_완성차,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.37,0.77,19111.0,157456.0,12.92,7.95,6.62,5.58,34.95,61.76,1141409.0,90781.0,75542.0,7.02,0.87,21288.0,172491.0,12.96,8.22,6.75,,,,1228548.0,100991.0,82960.0,6.37,0.77,3762.0,157456.0,12.92,6.56,5.24,5.58,179.23,61.76,280877.0,18425.0,14709.0,32.19,,4945.0,,,7.78,6.59,,,,295712.0,23005.0,19490.0
003620,KG모빌리티,자동차_완성차,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,15.09,0.48,232.0,7336.0,3.21,0.84,1.08,,,126.95,43036.0,362.0,466.0,,,,,,0.91,1.26,,,,50314.0,458.0,634.0,15.09,0.48,213.0,7336.0,3.21,1.78,3.64,,,126.95,11834.0,210.0,430.0,,,,,,,,,,,,,
012330,현대모비스,자동차_부품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,9.4,0.68,39682.0,551325.0,7.68,5.49,6.0,1.74,15.86,43.05,611181.0,33575.0,36647.0,11.66,0.89,45879.0,600820.0,8.13,5.72,6.38,,,,650570.0,37187.0,41513.0,9.4,0.68,8372.0,551325.0,7.68,6.04,4.99,1.34,58.45,43.05,153979.0,9305.0,7681.0,37.8,,11296.0,,,5.4,6.52,,,,155544.0,8403.0,10146.0
204320,HL만도,자동차_부품,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,27.55,1.02,2130.0,57793.0,3.82,3.78,1.3,1.28,35.2,148.16,94548.0,3571.0,1228.0,12.63,0.88,4164.0,59935.0,7.07,4.18,2.29,,,,98103.0,4104.0,2243.0,27.55,1.02,510.0,57793.0,3.82,3.24,1.18,1.28,146.95,148.16,24616.0,797.0,291.0,55.62,,953.0,,,3.79,2.26,,,,23521.0,892.0,531.0
018880,한온시스템,자동차_부품,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,-11.55,0.81,-257.0,3671.0,-6.0,2.48,-1.81,4.1,330.76,168.14,108837.0,2704.0,-1973.0,19.1,1.12,228.0,3892.0,6.03,3.84,2.13,,,,113263.0,4344.0,2408.0,-28.71,0.97,65.0,3866.0,-3.16,3.54,2.46,,,164.6,27482.0,972.0,675.0,85.59,,51.0,,,3.7,1.77,,,,29322.0,1084.0,519.0
161390,한국타이어앤테크놀로지,타이어,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.63,0.59,8795.0,99234.0,9.39,8.68,4.58,3.95,25.75,87.63,212023.0,18411.0,9716.0,5.52,0.55,10736.0,106915.0,10.58,9.51,6.04,,,,224869.0,21378.0,13583.0,6.63,0.59,1594.0,99234.0,9.39,10.02,1.67,2.57,92.68,87.63,54562.0,5468.0,911.0,21.79,,2716.0,,,9.69,6.17,,,,52232.0,5061.0,3220.0
073240,금호타이어,타이어,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,4.85,0.83,1209.0,7065.0,18.53,12.25,8.01,,,147.44,47013.0,5759.0,3768.0,3.46,0.56,1370.0,8471.0,17.64,11.28,8.29,,,,50727.0,5722.0,4203.0,4.94,0.76,331.0,7797.0,17.1,12.59,8.86,,,143.52,11678.0,1470.0,1034.0,14.0,,338.0,,,11.32,7.87,,,,12859.0,1456.0,1012.0
002350,넥센타이어,타이어,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,5.2,0.38,1448.0,19967.0,7.71,5.34,4.74,2.66,13.74,129.23,31896.0,1703.0,1512.0,4.18,0.3,1536.0,21050.0,7.57,5.89,4.74,,,,33801.0,1990.0,1604.0,5.2,0.38,357.0,19967.0,7.71,4.86,4.47,2.66,55.77,129.23,8331.0,405.0,372.0,17.69,,430.0,,,6.86,5.05,,,,8364.0,573.0,422.0
005490,POSCO홀딩스,철강,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,37.73,0.41,8085.0,736969.0,1.18,2.64,0.73,3.28,114.99,68.64,690949.0,18271.0,5044.0,17.65,0.55,23631.0,755073.0,3.34,4.49,2.83,,,,728780.0,32719.0,20627.0,37.73,0.41,-2784.0,736969.0,1.18,0.07,-1.84,0.82,-83.89,68.64,168415.0,127.0,-3106.0,101.22,,4100.0,,,3.4,2.06,,,,174739.0,5949.0,3596.0
004020,현대제철,철강,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-599.08,0.21,-52.0,147255.0,-0.04,0.96,0.01,1.61,-950.96,73.6,227332.0,2192.0,14.0,24.23,0.24,1502.0,149717.0,1.03,2.0,0.85,,,,239265.0,4792.0,2040.0,-599.08,0.21,-20.0,147255.0,-0.04,0.79,0.01,1.61,-2455.28,73.6,54898.0,433.0,6.0,165.8,,236.0,,,1.23,0.45,,,,58030.0,715.0,260.0
001430,세아베스틸지주,철강,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,32.04,0.93,1567.0,54192.0,2.89,2.7,1.54,2.39,68.58,100.44,36516.0,984.0,561.0,24.52,1.09,2476.0,55472.0,4.52,3.76,2.3,,,,39037.0,1467.0,899.0,32.04,0.93,-41.0,54192.0,2.89,1.03,-0.22,2.39,-2609.28,100.44,8613.0,89.0,-19.0,179.93,,395.0,,,2.72,1.41,,,,9223.0,251.0,130.0
329180,HD현대중공업,조선,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,32.42,5.72,15702.0,89025.0,18.82,11.59,8.05,1.11,40.06,180.07,175806.0,20375.0,14155.0,22.63,5.54,28103.0,114705.0,27.6,15.44,11.9,,,,248581.0,38375.0,29588.0,32.42,5.72,5195.0,89025.0,18.82,11.07,9.43,0.78,85.52,180.07,51931.0,5750.0,4896.0,113.84,,6017.0,,,13.87,10.49,,,,56775.0,7876.0,5955.0
010140,삼성중공업,조선,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,38.88,4.96,620.0,4857.0,13.73,8.1,5.03,,,265.05,106500.0,8622.0,5358.0,22.83,4.58,1211.0,6042.0,22.9,11.95,8.26,,,,127421.0,15222.0,10527.0,38.88,4.96,111.0,4857.0,13.73,10.44,3.28,,,265.05,28379.0,2962.0,930.0,112.22,,307.0,,,11.38,7.99,,,,29876.0,3401.0,2388.0
042660,한화오션,조선,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,27.94,5.64,4066.0,20138.0,22.59,9.13,9.75,,,226.17,127835.0,11676.0,12459.0,22.22,4.42,4972.0,25013.0,22.03,13.26,11.16,,,,136554.0,18102.0,15235.0,24.07,5.4,1632.0,22265.0,25.71,13.74,15.58,,,204.67,32099.0,4411.0,5000.0,100.42,,1100.0,,,13.97,11.39,,,,34866.0,4872.0,3973.0
000720,현대건설,건설_대형,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,21.12,0.95,3320.0,73523.0,4.58,2.1,1.8,1.14,24.11,174.81,310629.0,6530.0,5591.0,28.68,1.74,4749.0,78128.0,6.26,3.05,2.56,,,,271331.0,8281.0,6934.0,21.12,0.95,1020.0,73523.0,4.58,1.47,2.06,1.14,78.5,174.81,80601.0,1188.0,1659.0,198.76,,870.0,,,2.47,2.19,,,,67971.0,1677.0,1486.0
006360,GS건설,건설_대형,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,18.03,0.35,1093.0,56462.0,2.03,3.52,0.75,2.54,45.39,234.2,124503.0,4378.0,934.0,10.78,0.49,2691.0,58746.0,4.71,4.26,2.32,,,,111875.0,4762.0,2594.0,32.94,0.44,1.0,57092.0,1.4,3.06,0.45,2.54,111.92,231.27,24005.0,735.0,107.0,36.73,,790.0,,,4.58,2.49,,,,27736.0,1269.0,692.0
375500,DL이앤씨,건설_대형,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,4.77,0.33,8625.0,126050.0,7.34,5.23,5.0,2.16,10.03,84.38,74024.0,3870.0,3702.0,7.65,0.55,9725.0,134936.0,7.69,7.26,5.98,,,,69909.0,5078.0,4181.0,4.77,0.33,4784.0,126050.0,7.34,3.72,12.11,2.16,18.08,84.38,16958.0,630.0,2053.0,46.97,,2108.0,,,6.31,4.88,,,,16614.0,1048.0,810.0
009240,한샘,건설자재_가구,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,23.47,1.92,1967.0,24081.0,12.34,1.06,2.65,17.94,93.69,148.39,17445.0,185.0,463.0,29.04,1.26,1085.0,24902.0,6.28,1.93,1.49,,,,17176.0,332.0,255.0,24.69,1.7,112.0,24275.0,10.3,2.52,0.66,,,136.41,3994.0,101.0,26.0,65.17,,483.0,,,2.63,2.16,,,,4401.0,116.0,95.0
079430,현대리바트,건설자재_가구,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,19.1,0.33,361.0,20785.0,1.79,1.02,0.48,1.89,35.3,84.96,15462.0,157.0,74.0,18.68,0.32,351.0,20732.0,1.7,0.99,0.47,,,,14990.0,148.0,71.0,19.1,0.33,-135.0,20785.0,1.79,-0.73,-0.77,1.89,-94.4,84.96,3579.0,-26.0,-28.0,,,,,,,,,,,,,
002380,KCC,건설자재_가구,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,2.43,0.4,173128.0,1063952.0,23.51,6.59,23.73,3.57,7.17,114.76,64838.0,4276.0,15385.0,4.11,0.43,117491.0,1117208.0,12.73,6.53,15.12,,,,67517.0,4406.0,10208.0,2.43,0.4,30928.0,1063952.0,23.51,4.27,17.66,3.33,37.46,114.76,15564.0,665.0,2748.0,15.74,,35267.0,,,5.95,23.32,,,,16383.0,975.0,3821.0
010130,고려아연,비철금속,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,34.17,2.45,38514.0,536342.0,8.48,7.43,4.64,1.52,52.63,82.36,165879.0,12319.0,7702.0,20.19,2.17,65082.0,605261.0,11.67,9.63,5.95,,,,226623.0,21835.0,13487.0,34.17,2.45,10802.0,536342.0,8.48,8.98,4.35,1.52,194.94,82.36,47699.0,4285.0,2073.0,72.11,,21898.0,,,11.67,7.59,,,,54596.0,6373.0,4143.0
103140,풍산,비철금속,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,20.28,1.27,5251.0,84137.0,6.54,5.89,2.92,1.6,31.55,88.38,50486.0,2974.0,1472.0,9.53,0.92,8869.0,91584.0,10.36,5.91,4.08,,,,60906.0,3601.0,2486.0,20.28,1.27,315.0,84137.0,6.54,6.43,0.62,1.6,526.01,88.38,14245.0,915.0,88.0,43.19,,2327.0,,,6.85,4.8,,,,13735.0,941.0,659.0
006260,LS,비철금속,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,23.63,1.09,8458.0,182946.0,5.64,3.3,1.52,1.25,25.25,225.47,318700.0,10526.0,4851.0,28.49,2.51,17549.0,199589.0,10.49,4.1,2.36,,,,383408.0,15731.0,9043.0,23.63,1.09,573.0,182946.0,5.64,2.83,0.84,1.25,376.67,225.47,90293.0,2553.0,761.0,136.64,,3974.0,,,4.12,2.46,,,,88120.0,3628.0,2170.0
213500,한솔제지,제지,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,50.89,0.28,163.0,29322.0,0.56,2.18,0.17,6.02,305.9,185.78,22900.0,499.0,39.0,5.29,0.28,1311.0,25191.0,4.81,3.3,1.32,,,,23655.0,782.0,312.0,322.82,0.28,144.0,29210.0,0.09,2.01,0.61,3.61,-322.03,201.27,5598.0,112.0,34.0,13.6,,510.0,,,4.15,1.89,,,,5980.0,248.0,113.0
009580,무림P&P,제지,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-4.65,0.26,-544.0,9575.0,-5.5,-3.34,-4.52,4.94,-22.99,199.96,7316.0,-245.0,-331.0,,,,,,,,,,,,,,-4.65,0.26,-285.0,9575.0,-5.5,-2.71,-8.33,4.94,-43.91,199.96,2065.0,-56.0,-172.0,,,,,,,,,,,,,
004540,깨끗한나라,제지,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-1.5,0.42,-1263.0,4539.0,-26.34,-4.46,-9.35,,,273.37,5082.0,-226.0,-475.0,,,,,,,,,,,,,,-1.5,0.42,-542.0,4539.0,-26.34,-7.62,-16.62,,,273.37,1226.0,-93.0,-204.0,,,,,,,,,,,,,
105560,KB금융,은행,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,8.25,0.76,15116.0,164669.0,9.98,10.49,7.19,3.5,27.11,1211.73,812307.0,85177.0,58407.0,8.65,0.83,17539.0,183536.0,10.51,,,,,,,90398.0,63923.0,8.25,0.76,1865.0,164669.0,9.98,7.84,3.29,1.29,80.9,1211.73,224189.0,17567.0,7388.0,33.95,,4781.0,,,,,,,,,24898.0,17866.0
055550,신한지주,은행,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.62,0.63,10085.0,121468.0,8.72,10.86,7.86,3.37,25.07,1201.94,646820.0,70234.0,50845.0,8.1,0.73,11604.0,129211.0,9.3,,,,,,,75974.0,56245.0,7.62,0.63,1052.0,121468.0,8.72,7.02,3.4,1.14,81.8,1201.94,158271.0,11103.0,5380.0,30.83,,3231.0,,,,,,,,,21122.0,15607.0
086790,하나금융지주,은행,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,6.67,0.57,14110.0,164776.0,9.17,7.76,5.85,4.36,27.96,1377.89,689436.0,53509.0,40366.0,7.24,0.66,15963.0,175778.0,9.6,,,,,,,59850.0,44531.0,6.67,0.57,2046.0,164776.0,9.17,5.19,3.37,1.45,64.78,1377.89,171488.0,8904.0,5776.0,30.4,,4062.0,,,,,,,,,15033.0,11553.0
006800,미래에셋증권,증권,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,10.79,1.02,2154.0,22705.0,12.36,6.54,5.41,1.28,11.1,1015.01,292830.0,19151.0,15829.0,15.45,2.3,4014.0,26933.0,19.71,10.61,8.0,,,,355306.0,37699.0,28435.0,10.79,1.02,782.0,22705.0,12.36,9.54,6.49,1.28,30.71,1015.01,88631.0,8457.0,5751.0,55.3,,1439.0,,,,,,,,,13572.0,10305.0
071050,한국금융지주,증권,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,4.93,0.79,32808.0,205667.0,18.66,12.05,10.4,5.37,25.13,1025.35,194661.0,23453.0,20244.0,5.51,0.98,42229.0,237478.0,20.1,16.56,13.12,,,,196730.0,32578.0,25816.0,4.93,0.79,5668.0,205667.0,18.66,10.81,9.93,5.37,145.47,1025.35,35239.0,3811.0,3498.0,24.57,,10926.0,,,,,,,,,8220.0,6445.0
039490,키움증권,증권,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.15,1.14,40504.0,254008.0,18.12,8.69,6.51,3.97,27.05,1107.51,171217.0,14882.0,11150.0,6.26,1.22,58052.0,297354.0,21.2,11.0,8.28,,,,183731.0,20208.0,15210.0,7.15,1.14,9036.0,254008.0,18.12,6.19,4.42,3.97,122.15,1107.51,55862.0,3456.0,2469.0,29.13,,15429.0,,,,,,,,,5446.0,4086.0
032830,삼성생명,보험,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.69,0.45,11514.0,349293.0,4.96,6.95,6.6,3.36,41.33,440.89,371383.0,25805.0,24515.0,22.44,0.62,13907.0,507016.0,3.62,,,,,,,32243.0,29371.0,13.69,0.45,929.0,349293.0,4.96,0.92,2.13,3.36,512.51,440.89,103308.0,953.0,2195.0,78.2,,3772.0,,,,,,,,,8944.0,7780.0
000810,삼성화재,보험,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,12.21,0.99,40703.0,500071.0,10.97,10.73,8.15,3.92,41.07,352.98,247785.0,26591.0,20203.0,12.28,0.92,44228.0,588171.0,9.18,,,,,,,29975.0,21411.0,12.21,0.99,4780.0,500071.0,10.97,6.43,3.85,3.92,353.15,352.98,60830.0,3913.0,2344.0,39.65,,12585.0,,,,,,,,,8466.0,6225.0
005830,DB손해보험,보험,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,5.19,0.73,25263.0,179423.0,17.75,10.34,7.77,5.8,25.78,576.91,230479.0,23840.0,17906.0,6.71,0.86,23285.0,181784.0,14.12,,,,,,,21332.0,15333.0,5.19,0.73,5355.0,179423.0,17.75,9.4,6.79,5.8,121.72,576.91,55760.0,5244.0,3788.0,35.08,,4693.0,,,,,,,,,4524.0,3252.0
035600,KG이니시스,핀테크_결제,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,5.9,0.55,1732.0,18729.0,9.78,7.25,4.25,5.87,33.37,161.81,13589.0,986.0,578.0,4.7,0.48,2141.0,21021.0,11.15,7.29,4.74,,,,14598.0,1064.0,692.0,5.65,0.52,554.0,19351.0,9.79,6.67,4.57,5.87,421.17,163.96,3817.0,255.0,174.0,,,,,,6.41,4.36,,,,3666.0,235.0,160.0
060250,NHN KCP,핀테크_결제,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,13.21,1.91,1128.0,7810.0,16.35,4.43,3.71,1.68,20.81,119.43,12349.0,547.0,458.0,12.08,1.85,1383.0,9027.0,17.49,4.57,4.0,,,,13903.0,636.0,556.0,13.21,1.91,309.0,7810.0,16.35,4.66,3.73,1.68,75.96,119.43,3356.0,156.0,125.0,62.23,,301.0,,,4.18,3.59,,,,3202.0,134.0,115.0
064260,다날,핀테크_결제,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,-7.91,1.79,-910.0,4033.0,-21.22,1.03,-30.33,,,141.22,2254.0,23.0,-684.0,,,,,,,,,,,,,,-7.91,1.79,-131.0,4033.0,-21.22,-5.52,-21.09,,,141.22,559.0,-31.0,-118.0,,,,,,,,,,,,,
017670,SK텔레콤,통신,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,28.14,0.89,1901.0,60395.0,3.33,6.28,2.19,3.1,86.55,132.4,170992.0,10732.0,3751.0,17.31,1.53,5668.0,64326.0,9.16,10.75,6.9,,,,177560.0,19080.0,12244.0,28.14,0.89,524.0,60395.0,3.33,2.75,2.24,1.46,197.21,132.4,43287.0,1191.0,970.0,57.76,,1646.0,,,11.66,7.22,,,,43976.0,5127.0,3174.0
030200,KT,통신,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,7.66,0.72,6869.0,73231.0,10.22,8.74,6.5,4.56,33.56,120.72,282442.0,24691.0,18368.0,9.79,0.72,5701.0,77039.0,7.95,7.51,5.52,,,,277130.0,20807.0,15303.0,7.66,0.72,443.0,73231.0,10.22,3.32,1.34,1.14,129.49,120.72,68450.0,2274.0,914.0,42.82,,1385.0,,,7.46,5.78,,,,67697.0,5053.0,3913.0
032640,LG유플러스,통신,2026-05-22 05:01,2025.12,2026.12,2025.12,2026.03,12.19,0.71,1208.0,20826.0,6.01,5.77,3.3,4.48,53.73,117.06,154517.0,8921.0,5092.0,8.92,0.69,1711.0,22161.0,8.04,7.16,4.58,,,,156707.0,11213.0,7173.0,12.19,0.71,207.0,20826.0,6.01,4.43,2.09,2.79,195.65,117.06,38484.0,1705.0,806.0,38.28,,414.0,,,7.28,4.84,,,,38637.0,2812.0,1870.0
035420,NAVER,플랫폼,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,19.59,1.32,12376.0,184396.0,7.36,18.35,15.11,1.08,20.15,41.9,120350.0,22081.0,18187.0,15.1,0.98,12683.0,196174.0,6.99,17.64,14.38,,,,137073.0,24180.0,19715.0,17.49,1.02,1819.0,196985.0,6.49,16.71,8.98,1.08,125.66,45.21,32411.0,5418.0,2910.0,55.47,,3452.0,,,17.34,15.43,,,,33455.0,5799.0,5163.0
035720,카카오,플랫폼,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,54.13,2.35,1110.0,25625.0,4.59,9.04,6.4,0.12,6.72,82.49,80991.0,7320.0,5180.0,25.99,1.49,1545.0,27037.0,5.89,11.36,9.23,,,,83633.0,9500.0,7720.0,41.24,1.76,388.0,26080.0,4.49,10.88,11.68,0.12,98.67,86.78,19421.0,2114.0,2268.0,98.38,,408.0,,,11.05,9.9,,,,20749.0,2293.0,2054.0
042000,카페24,플랫폼,2026-05-22 05:01,2025.12,2026.12,2026.03,2026.06,18.72,2.74,1611.0,10998.0,16.23,12.78,12.41,,,56.29,3148.0,402.0,391.0,,,,,,,,,,,,,,15.95,2.43,262.0,10855.0,16.68,8.26,8.42,,,56.06,755.0,62.0,64.0,,,,,,,,,,,,,
